insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
2019-04-19T16:48:46Z,MADRID,BARCELONA,2019-04-25T17:30:00Z,2019-04-25T20:40:00Z,AVE,181.5,Preferente,Flexible
2019-04-14T13:15:40Z,MADRID,VALENCIA,2019-04-18T15:10:00Z,2019-04-18T16:52:00Z,AVE,57.75,Turista,Promo
2019-04-16T21:21:18Z,MADRID,BARCELONA,2019-04-27T09:30:00Z,2019-04-27T12:34:00Z,AVE,107.7,Turista,Flexible
2019-04-12T11:14:40Z,MADRID,BARCELONA,2019-04-26T07:30:00Z,2019-04-26T10:40:00Z,AVE,NA,Preferente,Promo
2019-04-27T19:25:58Z,SEVILLA,MADRID,2019-04-30T10:45:00Z,2019-04-30T13:17:00Z,AVE,60.3,Turista,Promo
2019-04-21T07:06:59Z,VALENCIA,MADRID,2019-04-23T06:20:00Z,2019-04-23T10:36:00Z,INTERCITY,42.9,Turista,Flexible
2019-04-20T03:48:15Z,MADRID,VALENCIA,2019-04-29T20:40:00Z,2019-04-29T22:24:00Z,AVE,57.75,Turista,Promo
2019-04-18T11:18:09Z,VALENCIA,MADRID,2019-04-25T14:10:00Z,2019-04-25T15:48:00Z,AVE,45.3,Turista,Promo
2019-04-25T09:20:32Z,BARCELONA,MADRID,2019-04-25T12:00:00Z,2019-04-25T15:10:00Z,AVE,75.4,Turista,Promo
2019-04-24T01:24:51Z,VALENCIA,MADRID,2019-04-24T16:15:00Z,2019-04-24T17:55:00Z,AVE,66.55,Preferente,Promo
2019-04-16T18:24:33Z,VALENCIA,MADRID,2019-04-18T20:15:00Z,2019-04-18T21:55:00Z,AVE,66.55,Preferente,Promo
2019-04-19T06:43:13Z,MADRID,VALENCIA,2019-04-21T16:45:00Z,2019-04-21T18:50:00Z,ALVIA,46.15,Preferente,Promo
2019-04-14T19:14:06Z,SEVILLA,MADRID,2019-04-15T06:10:00Z,2019-04-15T08:58:00Z,AV City,NA,Turista,Flexible
2019-04-23T06:28:47Z,MADRID,SEVILLA,2019-04-29T12:00:00Z,2019-04-29T14:32:00Z,AVE,60.3,Turista,Promo
2019-04-23T01:08:18Z,BARCELONA,MADRID,2019-04-27T06:05:00Z,2019-04-27T09:15:00Z,AVE,86.8,Preferente,Promo
2019-04-12T13:19:39Z,SEVILLA,MADRID,2019-04-28T12:40:00Z,2019-04-28T15:23:00Z,AVE,NA,Turista,Flexible
2019-04-22T12:44:42Z,BARCELONA,MADRID,2019-04-24T16:25:00Z,2019-04-24T18:55:00Z,AVE,88.95,Turista,Promo
2019-04-15T07:18:00Z,VALENCIA,MADRID,2019-04-17T09:40:00Z,2019-04-17T11:20:00Z,AVE,51.15,Turista,Promo
2019-04-22T15:12:06Z,BARCELONA,MADRID,2019-04-25T06:40:00Z,2019-04-25T09:25:00Z,AVE,90.5,Turista Plus,Promo
2019-04-25T01:26:21Z,MADRID,VALENCIA,2019-04-29T12:40:00Z,2019-04-29T14:20:00Z,AVE,66.55,Preferente,Promo
2019-04-16T05:17:57Z,BARCELONA,MADRID,2019-04-25T13:25:00Z,2019-04-25T16:10:00Z,AVE,66.75,Turista,Promo
2019-04-12T09:02:08Z,MADRID,BARCELONA,2019-04-16T07:15:00Z,2019-04-16T16:37:00Z,R. EXPRES,43.25,Turista,Adulto ida
2019-04-17T19:40:20Z,MADRID,VALENCIA,2019-04-20T08:40:00Z,2019-04-20T10:33:00Z,AVE,45.3,Turista,Promo
2019-04-21T08:01:07Z,MADRID,BARCELONA,2019-04-27T10:30:00Z,2019-04-27T13:15:00Z,AVE,80.15,Turista Plus,Promo
2019-04-29T01:41:07Z,MADRID,SEVILLA,2019-04-28T13:00:00Z,2019-04-28T15:40:00Z,AVE,69.4,Preferente,Promo
2019-04-20T00:38:48Z,SEVILLA,MADRID,2019-04-28T12:40:00Z,2019-04-28T15:23:00Z,AVE,76.3,Turista,Flexible
2019-04-15T22:37:38Z,BARCELONA,MADRID,2019-04-21T09:03:00Z,2019-04-21T18:07:00Z,R. EXPRES,43.25,Turista,Adulto ida
2019-04-13T18:28:44Z,MADRID,SEVILLA,2019-04-22T20:35:00Z,2019-04-22T23:15:00Z,AVE,47.3,Turista,Promo
2019-04-17T16:20:59Z,MADRID,BARCELONA,2019-04-28T18:30:00Z,2019-04-28T21:20:00Z,AVE,102.15,Turista Plus,Promo
2019-04-13T20:01:33Z,MADRID,BARCELONA,2019-04-29T16:00:00Z,2019-04-29T18:30:00Z,AVE,78.8,Turista,Promo
2019-04-17T14:16:40Z,SEVILLA,MADRID,2019-04-23T14:58:00Z,2019-04-23T17:50:00Z,ALVIA,NA,Turista,Flexible
2019-04-12T17:25:21Z,MADRID,SEVILLA,2019-04-28T20:00:00Z,2019-04-28T22:21:00Z,AVE,NA,Turista,Promo
2019-04-13T18:25:04Z,SEVILLA,MADRID,2019-04-16T08:45:00Z,2019-04-16T11:15:00Z,AVE,53.4,Turista,Promo
2019-04-18T12:19:56Z,BARCELONA,MADRID,2019-04-21T14:00:00Z,2019-04-21T17:10:00Z,AVE,107.7,Turista,Flexible
2019-04-30T13:28:57Z,MADRID,BARCELONA,2019-04-30T19:00:00Z,2019-04-30T21:30:00Z,AVE,NA,Turista,Flexible
2019-04-18T13:46:00Z,MADRID,BARCELONA,2019-04-20T07:30:00Z,2019-04-20T10:40:00Z,AVE,75.4,Turista,Promo
2019-04-22T04:13:19Z,BARCELONA,MADRID,2019-04-27T15:00:00Z,2019-04-27T17:45:00Z,AVE,58.15,Turista,Promo
2019-04-21T05:52:32Z,MADRID,PONFERRADA,2019-04-29T22:14:00Z,2019-04-30T04:31:00Z,TRENHOTEL,45.8,Turista,Flexible
2019-04-23T07:14:23Z,BARCELONA,MADRID,2019-04-27T20:00:00Z,2019-04-27T23:10:00Z,AVE,58.15,Turista,Promo
2019-04-18T21:36:06Z,SEVILLA,MADRID,2019-04-23T07:15:00Z,2019-04-23T09:55:00Z,AVE,76.3,Turista,Flexible
2019-04-13T21:03:45Z,MADRID,BARCELONA,2019-04-20T15:30:00Z,2019-04-20T18:40:00Z,AVE,107.7,Turista,Flexible
2019-04-12T23:42:16Z,SEVILLA,MADRID,2019-04-16T12:40:00Z,2019-04-16T15:23:00Z,AVE,NA,Turista,Promo
2019-04-21T16:13:10Z,BARCELONA,MADRID,2019-04-25T06:05:00Z,2019-04-25T09:15:00Z,AVE,80.15,Turista Plus,Promo
2019-04-18T19:26:53Z,MADRID,VALENCIA,2019-04-21T16:45:00Z,2019-04-21T18:50:00Z,ALVIA,46.15,Preferente,Promo
2019-04-20T16:33:18Z,VALENCIA,MADRID,2019-04-22T10:40:00Z,2019-04-22T12:32:00Z,AVE,86.25,Preferente,Promo
2019-04-20T11:09:22Z,MADRID,BARCELONA,2019-04-29T06:10:00Z,2019-04-29T08:40:00Z,AVE,98,Preferente,Promo
2019-04-19T17:23:08Z,MADRID,VALENCIA,2019-04-20T11:10:00Z,2019-04-20T13:25:00Z,INTERCITY,43.75,Turista,Promo
2019-04-23T11:29:10Z,MADRID,BARCELONA,2019-04-30T14:00:00Z,2019-04-30T16:30:00Z,AVE,88.95,Turista,Promo
2019-04-27T09:13:28Z,BARCELONA,MADRID,2019-04-30T07:40:00Z,2019-04-30T10:10:00Z,AVE,68.65,Turista,Promo
2019-04-21T20:08:30Z,BARCELONA,MADRID,2019-04-24T07:40:00Z,2019-04-24T10:10:00Z,AVE,NA,Preferente,Flexible
